ID,Endpoint,Assay,Value,Unit,Standardized_Value,Peptidic_Type,Source
MC-2926,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2927,Log Pe,PAMPA,-5.415,,-5.415,Non,10.1021/acs.jmedchem.1c02090
MC-2928,Log Pe,PAMPA,-5.535,,-5.535,Non,10.1021/acs.jmedchem.1c02090
MC-2929,Log Pe,PAMPA,-5.955,,-5.955,Non,10.1021/acs.jmedchem.1c02090
MC-2930,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2931,Log Pe,PAMPA,-4.957,,-4.957,Non,10.1021/acs.jmedchem.1c02090
MC-2932,Log Pe,PAMPA,-6.699,,-6.699,Semi,10.1021/acs.jmedchem.1c02090
MC-2933,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-2934,Log Pe,PAMPA,-8,,-8,Non,10.1021/acs.jmedchem.1c02090
MC-2935,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2936,Log Pe,PAMPA,-4.954,,-4.954,Non,10.1021/acs.jmedchem.1c02090
MC-2937,Log Pe,PAMPA,-7.097,,-7.097,Semi,10.1021/acs.jmedchem.1c02090
MC-2938,Log Pe,PAMPA,-7.523,,-7.523,Semi,10.1021/acs.jmedchem.1c02090
MC-2939,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-2940,Log Pe,PAMPA,-5.381,,-5.381,Non,10.1021/acs.jmedchem.1c02090
MC-2941,Log Pe,PAMPA,-4.985,,-4.985,Non,10.1021/acs.jmedchem.1c02090
MC-2942,Log Pe,PAMPA,-6.886,,-6.886,Non,10.1021/acs.jmedchem.1c02090
MC-2943,Log Pe,PAMPA,-4.851,,-4.851,Non,10.1021/acs.jmedchem.1c02090
MC-2944,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-2945,Log Pe,PAMPA,-5.662,,-5.662,Non,10.1021/acs.jmedchem.1c02090
MC-2946,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2947,Log Pe,PAMPA,-6.319,,-6.319,Non,10.1021/acs.jmedchem.1c02090
MC-2948,Log Pe,PAMPA,-5.118,,-5.118,Non,10.1021/acs.jmedchem.1c02090
MC-2949,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2950,Log Pe,PAMPA,-5.025,,-5.025,Non,10.1021/acs.jmedchem.1c02090
MC-2951,Log Pe,PAMPA,-6.658,,-6.658,Non,10.1021/acs.jmedchem.1c02090
MC-2952,Log Pe,PAMPA,-6.824,,-6.824,Non,10.1021/acs.jmedchem.1c02090
MC-2953,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-2954,Log Pe,PAMPA,-5.009,,-5.009,Non,10.1021/acs.jmedchem.1c02090
MC-2955,Log Pe,PAMPA,-5.452,,-5.452,Non,10.1021/acs.jmedchem.1c02090
MC-2956,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2957,Log Pe,PAMPA,-5.478,,-5.478,Non,10.1021/acs.jmedchem.1c02090
MC-2958,Log Pe,PAMPA,-6.26,,-6.26,Non,10.1021/acs.jmedchem.1c02090
MC-2959,Log Pe,PAMPA,-4.89,,-4.89,Non,10.1021/acs.jmedchem.1c02090
MC-2960,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2961,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-2962,Log Pe,PAMPA,-5.442,,-5.442,Non,10.1021/acs.jmedchem.1c02090
MC-2963,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-2964,Log Pe,PAMPA,-5.142,,-5.142,Non,10.1021/acs.jmedchem.1c02090
MC-2965,Log Pe,PAMPA,-5.678,,-5.678,Semi,10.1021/acs.jmedchem.1c02090
MC-2966,Log Pe,PAMPA,-5.435,,-5.435,Semi,10.1021/acs.jmedchem.1c02090
MC-2967,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2968,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2969,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2970,Log Pe,PAMPA,-4.937,,-4.937,Non,10.1021/acs.jmedchem.1c02090
MC-2971,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-2972,Log Pe,PAMPA,-5.695,,-5.695,Semi,10.1021/acs.jmedchem.1c02090
MC-2973,Log Pe,PAMPA,-5.301,,-5.301,Non,10.1021/acs.jmedchem.1c02090
MC-2974,Log Pe,PAMPA,-5.678,,-5.678,Non,10.1021/acs.jmedchem.1c02090
MC-2975,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-2976,Log Pe,PAMPA,-6.155,,-6.155,Non,10.1021/acs.jmedchem.1c02090
MC-2977,Log Pe,PAMPA,-4.874,,-4.874,Non,10.1021/acs.jmedchem.1c02090
MC-2978,Log Pe,PAMPA,-5.253,,-5.253,Non,10.1021/acs.jmedchem.1c02090
MC-2979,Log Pe,PAMPA,-6.495,,-6.495,Non,10.1021/acs.jmedchem.1c02090
MC-2980,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2981,Log Pe,PAMPA,-5.83,,-5.83,Semi,10.1021/acs.jmedchem.1c02090
MC-2982,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2983,Log Pe,PAMPA,-5.02,,-5.02,Non,10.1021/acs.jmedchem.1c02090
MC-2984,Log Pe,PAMPA,-5.208,,-5.208,Non,10.1021/acs.jmedchem.1c02090
MC-2985,Log Pe,PAMPA,-5.037,,-5.037,Non,10.1021/acs.jmedchem.1c02090
MC-2986,Log Pe,PAMPA,-5.281,,-5.281,Non,10.1021/acs.jmedchem.1c02090
MC-2987,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-2988,Log Pe,PAMPA,-5.55,,-5.55,Non,10.1021/acs.jmedchem.1c02090
MC-2989,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2990,Log Pe,PAMPA,-6.658,,-6.658,Non,10.1021/acs.jmedchem.1c02090
MC-2991,Log Pe,PAMPA,-5.53,,-5.53,Non,10.1021/acs.jmedchem.1c02090
MC-2992,Log Pe,PAMPA,-6.056,,-6.056,Non,10.1021/acs.jmedchem.1c02090
MC-2993,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2994,Log Pe,PAMPA,-7.097,,-7.097,Semi,10.1021/acs.jmedchem.1c02090
MC-2995,Log Pe,PAMPA,-5.77,,-5.77,Non,10.1021/acs.jmedchem.1c02090
MC-2996,Log Pe,PAMPA,-5.432,,-5.432,Non,10.1021/acs.jmedchem.1c02090
MC-2997,Log Pe,PAMPA,-5.011,,-5.011,Non,10.1021/acs.jmedchem.1c02090
MC-2998,Log Pe,PAMPA,-5.57,,-5.57,Non,10.1021/acs.jmedchem.1c02090
MC-2999,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-3000,Log Pe,PAMPA,-5.161,,-5.161,Non,10.1021/acs.jmedchem.1c02090
MC-3001,Log Pe,PAMPA,-7.301,,-7.301,Semi,10.1021/acs.jmedchem.1c02090
MC-3002,Log Pe,PAMPA,-6.523,,-6.523,Non,10.1021/acs.jmedchem.1c02090
MC-3003,Log Pe,PAMPA,-6.276,,-6.276,Non,10.1021/acs.jmedchem.1c02090
MC-3004,Log Pe,PAMPA,-4.635,,-4.635,Non,10.1021/acs.jmedchem.1c02090
MC-3005,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-3006,Log Pe,PAMPA,-5.175,,-5.175,Non,10.1021/acs.jmedchem.1c02090
MC-3007,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3008,Log Pe,PAMPA,-4.769,,-4.769,Non,10.1021/acs.jmedchem.1c02090
MC-3009,Log Pe,PAMPA,-5.539,,-5.539,Non,10.1021/acs.jmedchem.1c02090
MC-3010,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-3011,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3012,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3013,Log Pe,PAMPA,-4.895,,-4.895,Non,10.1021/acs.jmedchem.1c02090
MC-3014,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3015,Log Pe,PAMPA,-7.523,,-7.523,Semi,10.1021/acs.jmedchem.1c02090
MC-3016,Log Pe,PAMPA,-8,,-8,Non,10.1021/acs.jmedchem.1c02090
MC-3017,Log Pe,PAMPA,-5.507,,-5.507,Non,10.1021/acs.jmedchem.1c02090
MC-3018,Log Pe,PAMPA,-5.431,,-5.431,Non,10.1021/acs.jmedchem.1c02090
MC-3019,Log Pe,PAMPA,-5.059,,-5.059,Non,10.1021/acs.jmedchem.1c02090
MC-3020,Log Pe,PAMPA,-4.858,,-4.858,Non,10.1021/acs.jmedchem.1c02090
MC-3021,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3022,Log Pe,PAMPA,-4.831,,-4.831,Non,10.1021/acs.jmedchem.1c02090
MC-3023,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3024,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3025,Log Pe,PAMPA,-6.824,,-6.824,Non,10.1021/acs.jmedchem.1c02090
MC-3026,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-3027,Log Pe,PAMPA,-5.328,,-5.328,Non,10.1021/acs.jmedchem.1c02090
MC-3028,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-3029,Log Pe,PAMPA,-5.151,,-5.151,Non,10.1021/acs.jmedchem.1c02090
MC-3030,Log Pe,PAMPA,-4.85,,-4.85,Non,10.1021/acs.jmedchem.1c02090
MC-3031,Log Pe,PAMPA,-5.157,,-5.157,Non,10.1021/acs.jmedchem.1c02090
MC-3032,Log Pe,PAMPA,-6.824,,-6.824,Non,10.1021/acs.jmedchem.1c02090
MC-3033,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-3034,Log Pe,PAMPA,-6.585,,-6.585,Non,10.1021/acs.jmedchem.1c02090
MC-3035,Log Pe,PAMPA,-4.902,,-4.902,Non,10.1021/acs.jmedchem.1c02090
MC-3036,Log Pe,PAMPA,-5.102,,-5.102,Non,10.1021/acs.jmedchem.1c02090
MC-3037,Log Pe,PAMPA,-4.975,,-4.975,Non,10.1021/acs.jmedchem.1c02090
MC-3038,Log Pe,PAMPA,-5.162,,-5.162,Non,10.1021/acs.jmedchem.1c02090
MC-3039,Log Pe,PAMPA,-6.244,,-6.244,Non,10.1021/acs.jmedchem.1c02090
MC-3040,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-3041,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3042,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3043,Log Pe,PAMPA,-6.602,,-6.602,Non,10.1021/acs.jmedchem.1c02090
MC-3044,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3045,Log Pe,PAMPA,-5.668,,-5.668,Semi,10.1021/acs.jmedchem.1c02090
MC-3046,Log Pe,PAMPA,-5.13,,-5.13,Non,10.1021/acs.jmedchem.1c02090
MC-3047,Log Pe,PAMPA,-5.462,,-5.462,Semi,10.1021/acs.jmedchem.1c02090
MC-3048,Log Pe,PAMPA,-4.978,,-4.978,Non,10.1021/acs.jmedchem.1c02090
MC-3049,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3050,Log Pe,PAMPA,-8,,-8,Non,10.1021/acs.jmedchem.1c02090
MC-3051,Log Pe,PAMPA,-4.659,,-4.659,Non,10.1021/acs.jmedchem.1c02090
MC-3052,Log Pe,PAMPA,-5.322,,-5.322,Non,10.1021/acs.jmedchem.1c02090
MC-3053,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-3054,Log Pe,PAMPA,-5.542,,-5.542,Non,10.1021/acs.jmedchem.1c02090
MC-3055,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-3056,Log Pe,PAMPA,-5.171,,-5.171,Non,10.1021/acs.jmedchem.1c02090
MC-3057,Log Pe,PAMPA,-5.602,,-5.602,Non,10.1021/acs.jmedchem.1c02090
MC-3058,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-3059,Log Pe,PAMPA,-8,,-8,Non,10.1021/acs.jmedchem.1c02090
MC-3060,Log Pe,PAMPA,-4.906,,-4.906,Non,10.1021/acs.jmedchem.1c02090
MC-3061,Log Pe,PAMPA,-5.036,,-5.036,Non,10.1021/acs.jmedchem.1c02090
MC-3062,Log Pe,PAMPA,-5.225,,-5.225,Non,10.1021/acs.jmedchem.1c02090
MC-3063,Log Pe,PAMPA,-7.699,,-7.699,Semi,10.1021/acs.jmedchem.1c02090
MC-3064,Log Pe,PAMPA,-6.319,,-6.319,Non,10.1021/acs.jmedchem.1c02090
MC-3065,Log Pe,PAMPA,-5.975,,-5.975,Non,10.1021/acs.jmedchem.1c02090
MC-3066,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3067,Log Pe,PAMPA,-5.007,,-5.007,Non,10.1021/acs.jmedchem.1c02090
MC-3068,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-3069,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3070,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3071,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3072,Log Pe,PAMPA,-5.485,,-5.485,Non,10.1021/acs.jmedchem.1c02090
MC-3073,Log Pe,PAMPA,-5.328,,-5.328,Non,10.1021/acs.jmedchem.1c02090
MC-3074,Log Pe,PAMPA,-6.658,,-6.658,Non,10.1021/acs.jmedchem.1c02090
MC-3075,Log Pe,PAMPA,-5.606,,-5.606,Semi,10.1021/acs.jmedchem.1c02090
MC-3076,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3077,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-3078,Log Pe,PAMPA,-5.155,,-5.155,Non,10.1021/acs.jmedchem.1c02090
MC-3079,Log Pe,PAMPA,-5.33,,-5.33,Non,10.1021/acs.jmedchem.1c02090
MC-3080,Log Pe,PAMPA,-6.222,,-6.222,Non,10.1021/acs.jmedchem.1c02090
MC-3081,Log Pe,PAMPA,-5.357,,-5.357,Non,10.1021/acs.jmedchem.1c02090
MC-3082,Log Pe,PAMPA,-5.01,,-5.01,Non,10.1021/acs.jmedchem.1c02090
MC-3083,Log Pe,PAMPA,-5.502,,-5.502,Non,10.1021/acs.jmedchem.1c02090
MC-3084,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-3085,Log Pe,PAMPA,-6.602,,-6.602,Non,10.1021/acs.jmedchem.1c02090
MC-3086,Log Pe,PAMPA,-5.321,,-5.321,Non,10.1021/acs.jmedchem.1c02090
MC-3087,Log Pe,PAMPA,-5.152,,-5.152,Non,10.1021/acs.jmedchem.1c02090
MC-3088,Log Pe,PAMPA,-5.9,,-5.9,Non,10.1021/acs.jmedchem.1c02090
MC-3089,Log Pe,PAMPA,-4.881,,-4.881,Non,10.1021/acs.jmedchem.1c02090
MC-3090,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3091,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3092,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3093,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3094,Log Pe,PAMPA,-5.951,,-5.951,Semi,10.1021/acs.jmedchem.1c02090
MC-3095,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3096,Log Pe,PAMPA,-5.202,,-5.202,Non,10.1021/acs.jmedchem.1c02090
MC-3097,Log Pe,PAMPA,-5.009,,-5.009,Non,10.1021/acs.jmedchem.1c02090
MC-3098,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-3099,Log Pe,PAMPA,-6.432,,-6.432,Non,10.1021/acs.jmedchem.1c02090
MC-3100,Log Pe,PAMPA,-5.947,,-5.947,Semi,10.1021/acs.jmedchem.1c02090
MC-3101,Log Pe,PAMPA,-6.357,,-6.357,Semi,10.1021/acs.jmedchem.1c02090
MC-3102,Log Pe,PAMPA,-4.829,,-4.829,Non,10.1021/acs.jmedchem.1c02090
MC-3103,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-3104,Log Pe,PAMPA,-5.006,,-5.006,Non,10.1021/acs.jmedchem.1c02090
MC-3105,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-3106,Log Pe,PAMPA,-6.481,,-6.481,Non,10.1021/acs.jmedchem.1c02090
MC-3107,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-3108,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-3109,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3110,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3111,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3112,Log Pe,PAMPA,-5.481,,-5.481,Non,10.1021/acs.jmedchem.1c02090
MC-3113,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3114,Log Pe,PAMPA,-5.81,,-5.81,Non,10.1021/acs.jmedchem.1c02090
MC-3115,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-3116,Log Pe,PAMPA,-5.278,,-5.278,Non,10.1021/acs.jmedchem.1c02090
MC-3117,Log Pe,PAMPA,-5.493,,-5.493,Non,10.1021/acs.jmedchem.1c02090
MC-3118,Log Pe,PAMPA,-4.873,,-4.873,Non,10.1021/acs.jmedchem.1c02090
MC-3119,Log Pe,PAMPA,-4.829,,-4.829,Non,10.1021/acs.jmedchem.1c02090
MC-3120,Log Pe,PAMPA,-4.943,,-4.943,Non,10.1021/acs.jmedchem.1c02090
MC-3121,Log Pe,PAMPA,-5.296,,-5.296,Non,10.1021/acs.jmedchem.1c02090
MC-3122,Log Pe,PAMPA,-5.253,,-5.253,Non,10.1021/acs.jmedchem.1c02090
MC-3123,Log Pe,PAMPA,-6.721,,-6.721,Non,10.1021/acs.jmedchem.1c02090
MC-3124,Log Pe,PAMPA,-6.229,,-6.229,Non,10.1021/acs.jmedchem.1c02090
MC-3125,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3126,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3127,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-3128,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-3129,Log Pe,PAMPA,-7.398,,-7.398,Semi,10.1021/acs.jmedchem.1c02090
MC-3130,Log Pe,PAMPA,-5.394,,-5.394,Non,10.1021/acs.jmedchem.1c02090
MC-3131,Log Pe,PAMPA,-5.089,,-5.089,Non,10.1021/acs.jmedchem.1c02090
MC-3132,Log Pe,PAMPA,-6.824,,-6.824,Non,10.1021/acs.jmedchem.1c02090
MC-3133,Log Pe,PAMPA,-6.658,,-6.658,Non,10.1021/acs.jmedchem.1c02090
MC-3134,Log Pe,PAMPA,-6.721,,-6.721,Non,10.1021/acs.jmedchem.1c02090
MC-3135,Log Pe,PAMPA,-5.507,,-5.507,Non,10.1021/acs.jmedchem.1c02090
MC-3136,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3137,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-3138,Log Pe,PAMPA,-5.842,,-5.842,Non,10.1021/acs.jmedchem.1c02090
MC-3139,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3140,Log Pe,PAMPA,-5.556,,-5.556,Non,10.1021/acs.jmedchem.1c02090
MC-3141,Log Pe,PAMPA,-5.003,,-5.003,Non,10.1021/acs.jmedchem.1c02090
MC-3142,Log Pe,PAMPA,-7.699,,-7.699,Semi,10.1021/acs.jmedchem.1c02090
MC-3143,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3144,Log Pe,PAMPA,-5.169,,-5.169,Non,10.1021/acs.jmedchem.1c02090
MC-3145,Log Pe,PAMPA,-5.364,,-5.364,Non,10.1021/acs.jmedchem.1c02090
MC-3146,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-3147,Log Pe,PAMPA,-7,,-7,Non,10.1021/acs.jmedchem.1c02090
MC-3148,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-3149,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3150,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-3151,Log Pe,PAMPA,-7,,-7,Non,10.1021/acs.jmedchem.1c02090
MC-3152,Log Pe,PAMPA,-6.187,,-6.187,Non,10.1021/acs.jmedchem.1c02090
MC-3153,Log Pe,PAMPA,-6.824,,-6.824,Non,10.1021/acs.jmedchem.1c02090
MC-3154,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-3155,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-3156,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3156,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3157,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-3158,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3159,Log Pe,PAMPA,-5.101,,-5.101,Non,10.1021/acs.jmedchem.1c02090
MC-3160,Log Pe,PAMPA,-5.441,,-5.441,Non,10.1021/acs.jmedchem.1c02090
MC-3161,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3162,Log Pe,PAMPA,-7.523,,-7.523,Semi,10.1021/acs.jmedchem.1c02090
MC-3163,Log Pe,PAMPA,-5.313,,-5.313,Non,10.1021/acs.jmedchem.1c02090
MC-3164,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3165,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-3166,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3167,Log Pe,PAMPA,-8,,-8,Non,10.1021/acs.jmedchem.1c02090
MC-3168,Log Pe,PAMPA,-6.699,,-6.699,Non,10.1021/acs.jmedchem.1c02090
MC-3169,Log Pe,PAMPA,-4.998,,-4.998,Non,10.1021/acs.jmedchem.1c02090
MC-3170,Log Pe,PAMPA,-4.783,,-4.783,Non,10.1021/acs.jmedchem.1c02090
MC-3171,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-3172,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3173,Log Pe,PAMPA,-5.328,,-5.328,Non,10.1021/acs.jmedchem.1c02090
MC-3174,Log Pe,PAMPA,-6.143,,-6.143,Semi,10.1021/acs.jmedchem.1c02090
MC-3175,Log Pe,PAMPA,-5.115,,-5.115,Non,10.1021/acs.jmedchem.1c02090
MC-3176,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3177,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-3178,Log Pe,PAMPA,-5.033,,-5.033,Non,10.1021/acs.jmedchem.1c02090
MC-3179,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-3180,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-3181,Log Pe,PAMPA,-5.099,,-5.099,Non,10.1021/acs.jmedchem.1c02090
MC-3182,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-3183,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-3184,Log Pe,PAMPA,-6.268,,-6.268,Non,10.1021/acs.jmedchem.1c02090
MC-3185,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-3186,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3187,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-3188,Log Pe,PAMPA,-5.509,,-5.509,Semi,10.1021/acs.jmedchem.1c02090
MC-3189,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-3190,Log Pe,PAMPA,-6.585,,-6.585,Non,10.1021/acs.jmedchem.1c02090
MC-3191,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-3192,Log Pe,PAMPA,-5.32,,-5.32,Non,10.1021/acs.jmedchem.1c02090
MC-3193,Log Pe,PAMPA,-5.294,,-5.294,Non,10.1021/acs.jmedchem.1c02090
MC-3194,Log Pe,PAMPA,-6.367,,-6.367,Non,10.1021/acs.jmedchem.1c02090
MC-3195,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-3196,Log Pe,PAMPA,-6.721,,-6.721,Non,10.1021/acs.jmedchem.1c02090
MC-3197,Log Pe,PAMPA,-6.745,,-6.745,Semi,10.1021/acs.jmedchem.1c02090
MC-3198,Log Pe,PAMPA,-6.276,,-6.276,Non,10.1021/acs.jmedchem.1c02090
